Course Name,Credits,Prerequisites,Category
HIST 296 - History Seminar,3,"history major, minor, and consent of instructor",requirements
HIST 498 - Advanced Research Thesis II,3,"HIST 496, history major",requirements
HIST 398 - The Historian’s Craft,3,"HIST 296, consent of instructor",requirements
HIST 496 - Advanced Research Thesis I,3,"HIST 398, history major, consent of instructor",requirements
